1-upc	2-upc	3-upc	4-upc	5-upc	6-upc	7-upc	8-upc	9-upc	10-upc	11-upc	12-upc	13-upc	14-upc	15-upc	16-upc	17-upc	18-upc	19-upc	20-upc	21-upc	22-upc	23-upc	24-upc	25-upc	26-upc	27-upc	28-upc	29-upc	30-upc	31-upc	32-upc	33-upc	34-upc	35-upc	36-upc	37-upc	38-upc	39-upc	40-upc	41-upc	42-upc	43-upc	44-upc	45-upc	46-upc	47-upc	48-upc	49-upc	50-upc	51-upc	52-upc	53-upc	54-upc	55-upc	56-upc	57-upc
0.7966880724	0.8006598548	5	0.5779226017	0.4289707838	0.5810114695	0.8095238095	0.9607843137	0.6578947368	0.6947442404	0.6925491447	0.7166932383	0.1889225182	0.2106084747	0.1804681195	0.2773780498	0.2853414333	0.2514107351	6647.53	0.7479919	173.204	57.8273	79.0523	30.5782	157.746	6340.65	122.285	143.211	51.1586	68.1902	26.6636	101.434	6189.09	90.4195	142.234	50.8283	67.3084	27.3336	102.233	0	36.0	38.0	5.3333335	-87.6676	-75.0105	1.1875	182.61111	0.021878567	0.0	1.0	0.0	0.8	0.05882353	0.44117647	1.0	5.0	5.0	
0.9583333333	0.9583333333	0	0.3185425685	0.4331706815	0.3762848752	?	0.8888888889	?	0.8481240981	0.5991344112	0.845937347	0.875	0.3076923077	0.875	0.0833333333	0.3512983831	0.0833333333	714.956	0.6487016169	659.368	353.374	368.293	78.4386	?	862.887	635.94	872.171	383.131	413.498	71.2869	?	832.743	914.895	856.775	373.742	398.72	69.4819	?	0.2857143	7.0	7.0	4.714286	-31.6941	-21.0716	1.0	78.0	0.11647087	0.2857143	0.42857143	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
1	1	8	0.3799552292	0.344830415	0.4349702342	0.7209302326	0.8909090909	0.6428571429	0.972726384	0.8204010212	0.956443498	0.0758756494	0.1956906521	0.1127882871	0.121820848	0.2249737625	0.1473927476	2970.37	0.879207782	103.158	66.694	81.1241	16.8579	191.101	2753.16	144.533	94.2289	56.5329	67.9956	15.5456	132.201	2678.27	106.516	93.3148	56.1928	67.618	15.4531	131.241	0	48.0	57.0	5.0833335	-118.349	-104.119	1.5405406	130.29167	0.038256556	0.0	0.8541667	0.0	0.59574467	0.04347826	0.3043478	0.972973	8.0	8.0	
0.811712204	0.8431492553	3	0.3524227625	0.4287848229	0.4165409339	0.5555555556	0.9387755102	0.5142857143	0.7586883486	0.6661633864	0.7451314753	0.1827531646	0.2295633211	0.1791666667	0.2352761171	0.2956657889	0.235359745	9158.46	0.7289730269	722.399	219.513	152.405	35.7359	524.914	7107.45	531.742	695.431	191.554	133.768	30.8862	466.083	7124.96	577.33	693.28	190.268	132.988	30.5163	476.201	0	36.0	35.0	3.9444444	-114.712	-98.0471	1.1290323	311.55554	0.090473734	0.0	0.8333333	0.028571429	0.5714286	0.029411765	0.32352942	0.90625	3.0	3.0	
0.8535238095	0.8516050013	3	0.4560497796	0.4526444177	0.4318826878	0.7096774194	0.9230769231	0.6333333333	0.7876592116	0.6580371095	0.7802472527	0.1944444444	0.2060303145	0.2233333333	0.2352168556	0.3012564808	0.2664285714	4930.29	0.6987435192	590.802	89.8561	88.8968	23.2649	368.254	8632.41	318.081	541.263	64.8919	61.665	20.0262	264.497	8305.51	275.448	539.284	65.2079	61.6579	20.0495	262.768	0.033333335	30.0	30.0	4.5666666	-75.5824	-67.6736	1.1111112	158.5	0.047916748	0.033333335	0.9	0.0	0.7241379	0.0	0.25	0.96	3.0	3.0	
0.6858269003	0.8307544366	0	0.5204362738	0.5122333136	0.5812193656	0.4615384615	0.9210526316	0.4615384615	0.7026193286	0.6128000935	0.6393701753	0.2150537634	0.2270809668	0.2150537634	0.2942455634	0.3092567474	0.3141730997	227.982	0.6907432526	205.911	71.2556	83.0816	16.9095	246.774	202.642	220.146	188.014	66.0558	68.531	15.3294	285.289	201.262	261.657	188.338	66.066	68.6221	15.2353	284.516	0	25.0	29.0	5.24	-62.9311	-59.7205	1.2608696	126.36	0.01907946	0.0	1.0	0.0	0.7083333	0.0	0.3478261	1.0	0.0	0.0	
0.8638461538	0.8865384615	3	0.5368650517	0.5253334083	0.5697282288	0.4782608696	0.8474576271	0.4318181818	0.7585208806	0.7207916488	0.8255583127	0.2153846154	0.1485806086	0.2153846154	0.3146624149	0.2657170577	0.2442183623	4462.33	0.825508599	668.591	176.417	162.559	32.6981	363.308	3803.42	525.214	542.05	157.995	151.278	28.9526	285.958	3700.47	410.484	538.71	158.785	150.273	28.8363	283.436	0	45.0	53.0	4.577778	-140.983	-136.732	1.2325581	103.6	0.043431338	0.0	0.9111111	0.022727273	0.5	0.046511628	0.13953489	0.9512195	2.0	3.0	
0.925006132	0.8509923799	5	0.3793264374	0.5481093339	0.4555952286	0.7352941176	0.975	0.6666666667	0.7763229623	0.6433270546	0.8036640306	0.0989832536	0.1590407374	0.1173427152	0.1490076201	0.2715173768	0.1958241354	5410.11	0.7859826232	232.741	112.429	139.326	34.9832	243.565	4103	246.313	212.162	73.2975	78.1065	26.7819	176.821	4037	191.084	209.181	72.4438	76.7985	26.652	174.631	0	30.0	30.0	4.7	-68.3352	-68.1665	1.1111112	141.5	0.019257484	0.0	1.0	0.0	0.8965517	0.035714287	0.39285713	1.0	5.0	5.0	
0.8915942029	0.7429951691	2	0.6062596792	0.4285771385	0.6862001017	0.7666666667	0.972972973	0.7037037037	0.6377683843	0.7169245859	0.6957880435	0.2710144928	0.187830143	0.2710144928	0.4195169082	0.2454022374	0.420923913	2800.51	0.7924165841	453.724	149.238	96.347	19.4775	298.063	2788.71	306.723	457.284	138.907	75.4552	18.3791	232.418	2698.69	277.804	453.123	137.557	74.7105	18.2642	229.192	0	30.0	30.0	4.4666667	-73.4032	-75.745	1.1111112	166.8	0.024581628	0.0	0.93333334	0.0	0.6896552	0.10714286	0.14285715	0.92	2.0	2.0	
0.9108069647	0.7631283304	0	0.5147155954	0.2929535101	0.4683928805	0.6428571429	1	0.5769230769	0.673067855	0.8052791818	0.8225892585	0.1783860707	0.1500597787	0.1749539595	0.2960895871	0.1930802947	0.2214881497	261.267	0.8518914516	188.34	64.5281	70.3283	15.9728	217.278	286.183	176.362	197.68	65.2175	66.2859	14.9442	224.609	280.265	220.851	210.459	64.8639	65.8573	14.9161	234.686	0	27.0	31.0	5.111111	-68.0867	-63.431	1.1923077	140.22223	0.035400543	0.0	1.0	0.0	0.65384614	0.0	0.28	1.0	0.0	0.0	
1	0.9152159745	0	0.3982634669	0.4650327211	0.3720845569	0.6857142857	0.9777777778	0.6129032258	0.8456895812	0.6962562757	0.9623143791	0.095493977	0.1536914766	0.0305498982	0.1759100727	0.2876943678	0.1130568626	2570.93	0.7922223026	620.248	127.765	118.218	21.8763	392.47	3419.78	381.563	620.137	118.941	108.369	24.3521	432.734	3370.71	424.248	623.147	118.871	108.669	24.3898	434.483	0	31.0	33.0	4.903226	-92.5193	-79.3739	1.137931	134.19354	0.026800474	0.0	0.9354839	0.033333335	0.6666667	0.03448276	0.13793103	0.96428573	0.0	0.0	
0.8867694332	0.9100944633	4	0.2899055873	0.3275511315	0.3064232373	0.76	0.9107142857	0.7142857143	0.8487656522	0.8031778906	0.8131338898	0.0757238472	0.0958072649	0.0870239585	0.122117263	0.1555766737	0.1273843877	940.548	0.8757778797	104.492	45.4525	43.3396	18.8086	72.8934	858.251	82.3678	102.606	44.2844	42.5822	18.1915	69.371	863.414	83.2913	102.009	44.0509	42.2672	18.1286	68.7353	0	41.0	46.0	4.487805	-118.322	-91.8707	1.2777778	204.36586	0.031688556	0.0	0.9268293	0.0	0.675	0.0	0.43589744	0.9714286	4.0	4.0	
0.960730359	0.9646084576	4	0.371312676	0.4020541371	0.3398001381	0.737704918	0.9605263158	0.7	0.8794794133	0.7663930631	0.8855610401	0.055711281	0.1229009628	0.0511422564	0.1496575881	0.2156225234	0.1261597762	861.328	0.865433024	79.5188	37.5184	42.3605	17.572	66.3296	736.362	63.0875	88.336	39.0792	41.7041	16.5211	70.3647	712.772	70.7478	87.8995	38.9976	41.6498	16.4422	69.9196	0	57.0	61.0	4.4035087	-123.938	-117.528	1.4523809	191.4035	0.025436975	0.0	0.9649123	0.017857144	0.76785713	0.018181818	0.56363636	1.0	4.0	4.0	
0.9500911048	0.942645648	2	0.4126538113	0.3758618994	0.398187965	0.7073170732	0.9811320755	0.6153846154	0.8704667886	0.81111319	0.8860378631	0.1529449387	0.137712858	0.0894538606	0.2035108672	0.1947869399	0.1668716423	2234.64	0.8702436817	127.423	59.7956	76.8632	27.7777	171.586	2287.69	170.053	155.95	62.974	76.4423	28.6207	195.49	2255.94	202.572	157.32	62.6019	75.8114	28.483	194.785	0	37.0	39.0	4.081081	-91.5702	-79.6528	1.0833334	132.51352	0.02534749	0.0	1.0	0.027777778	0.6944444	0.057142857	0.37142858	1.0	2.0	2.0	
1	1	7	0.4890786033	0.4874729901	0.4647866175	0.4444444444	0.9433962264	0.4	0.9187466031	0.7309205915	0.9588998281	0.1411042945	0.1538996507	0.1358024691	0.2166757251	0.2581853953	0.1438506017	4018.77	0.8220230051	362.121	81.3046	92.2392	35.5609	320.064	5487.69	261.535	360.313	78.361	93.6781	34.5467	276.477	5263.71	236.331	358.38	78.2129	93.3206	34.2122	273.547	0	45.0	48.0	3.9777777	-110.72	-102.518	1.2631578	297.0889	0.024006518	0.0	0.9777778	0.022727273	0.72727275	0.11627907	0.44186047	1.0	7.0	7.0	
0.9250595123	0.8777224315	2	0.4777556914	0.3958300677	0.4712359243	0.7857142857	0.9622641509	0.6578947368	0.7732024385	0.7135626591	0.8324642592	0.1040718976	0.1492169601	0.06959798	0.2435460374	0.2206702863	0.2125595679	226.399	0.7793297137	281.307	62.7466	79.6588	25.3099	?	161.07	197.197	229.921	54.2729	68.8794	20.4786	?	159.323	160.23	228.591	53.681	67.9503	20.5717	?	0	35.0	37.0	4.5142856	-86.2526	-68.1773	1.1935484	218.0	0.03688134	0.0	0.9714286	0.0	0.7647059	0.060606062	0.36363637	1.0	2.0	2.0	
0.6207573455	0.6466699537	3	0.5753313611	0.4736882561	0.567294471	0.6	0.9111111111	0.4193548387	0.5329651543	0.6315356083	0.539121074	0.2991071429	0.2050094188	0.3125	0.4239960555	0.2964796563	0.3792426545	438.905	0.7035203437	296.069	71.45	72.3342	25.9735	221.502	442.719	241.204	243.207	60.9903	58.6159	21.5033	203.706	438.956	212.009	243.342	60.4639	58.1125	21.3619	203.249	0	34.0	40.0	4.147059	-87.996	-85.4203	1.2903225	174.91176	0.04278788	0.0	0.9117647	0.060606062	0.6363636	0.0625	0.15625	0.93333334	3.0	3.0	
0.9	0.6793478261	0	0.6106138107	0.3967705672	0.35	0.6666666667	0.9375	?	0.6489769821	0.7037676715	0.7666666667	0.25	0.2835820896	0.4545454545	0.3206521739	0.3167495854	0.2	958.24	0.7624378109	1259.17	166.739	242.82	26.3958	?	1147.37	806.058	1446.35	244.347	253.137	24.7774	?	1204.43	1181.92	1439.11	242.601	250.409	24.9997	?	0	11.0	11.0	4.181818	-39.9484	-31.1975	1.0	129.0	0.11793076	0.0	0.90909094	0.0	0.5	0.0	0.22222222	1.0	0.0	0.0	
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	0	0	0	663.82	0	555.605	102.11	126.327	74.9806	?	633.639	544.58	750.979	109.943	113.824	58.3643	?	618.585	696.357	742.776	108.221	111.011	57.0932	?	0	6.0	7.0	4.5	-25.3398	-20.8882	1.0	370.16666	0.0500183	0.0	1.0	0.0	0.6	0.0	0.25	1.0	0.0	0.0	
1	0.8	3	0.6555555556	0.4796247267	0.75	?	1	?	0.6444444444	0.7593400433	0.75	0.4375	0.1958282209	0.2857142857	0.4	0.2642568531	0.5	671.698	0.8353415113	2551.27	194.148	148.761	23.7104	?	464.651	1325.3	1777.85	188.037	128.872	19.9842	?	454.708	1192.46	1757.59	185.513	126.806	19.8125	?	0.05263158	19.0	19.0	3.8947368	-55.8938	-55.2878	1.117647	237.42105	0.13469538	0.05263158	0.7368421	0.0	0.3888889	0.0	0.0	0.88235295	3.0	3.0	
0.8788351203	0.9590246355	2	0.3715908044	0.3912016686	0.4367347784	0.75	0.9444444444	0.6785714286	0.8623961237	0.6630696769	0.7253400409	0.0641025641	0.1766191357	0.087394958	0.1114630468	0.2680625467	0.1514560997	1659.9	0.7143970778	298.545	232.125	176.838	30.9339	307.151	1336.78	365.824	218.222	120.076	97.8615	24.2197	179.843	1285.05	239.88	217.305	119.389	97.1486	24.212	178.233	0	27.0	26.0	4.185185	-64.4596	-51.5999	1.1304348	217.40741	0.033632115	0.0	0.8888889	0.0	0.7307692	0.0	0.44	0.95652175	2.0	2.0	
1	1	2	0.6344138215	0.4456139328	0.7328098174	0.6	0.9166666667	0.5	0.9196678322	0.7522815219	0.9416666667	0.3	0.1779286032	0.35	0.3213286713	0.2202444534	0.5005033557	435.002	0.8184652241	148.895	32.103	32.1393	11.8437	134.253	782.759	156.235	272.76	38.0716	39.5798	13.8675	161.285	773.396	187.2	271.775	38.7105	40.1721	14.0829	161.957	0	28.0	32.0	4.642857	-74.4671	-64.2445	1.4545455	315.25	0.08049952	0.0	0.85714287	0.037037037	0.5555556	0.03846154	0.1923077	0.875	2.0	2.0	
0.9060314377	0.9291632802	3	0.4779200912	0.4898200985	0.4240263904	0.7368421053	0.9583333333	0.6216216216	0.8220959432	0.6885349358	0.8128290727	0.1082527582	0.2037652629	0.0628687494	0.2039010268	0.2940273152	0.1682310248	3672.71	0.7641006921	180.355	86.0315	83.5334	22.9476	212.878	2084.19	208.912	239.386	108.834	61.0992	18.9786	123.338	2008.47	230.388	237.01	107.746	60.2239	18.9332	122.104	0	35.0	38.0	3.942857	-88.4423	-73.2039	1.1515151	136.48572	0.013028834	0.0	1.0	0.05882353	0.64705884	0.060606062	0.3030303	1.0	2.0	3.0	
0.8964927288	0.974137931	2	0.4078171615	0.437428154	0.4978815817	0.4848484848	0.7804878049	0.3548387097	0.845361836	0.7372039484	0.8668139911	0.1293103448	0.20877275	0.1428571429	0.2390351039	0.3177797189	0.1775813452	1028.87	0.8528076724	381.796	108.13	129.387	18.3932	365.229	2396.08	280.415	511.918	104.599	116.215	14.8318	339.859	2312.76	278.646	505.309	103.649	114.83	14.7221	333.842	0	34.0	36.0	4.470588	-90.3377	-79.345	1.2857143	177.94118	0.06962677	0.0	0.9705882	0.0	0.6969697	0.0	0.34375	0.962963	2.0	2.0	
0.9622887161	0.9075016092	5	0.4239833365	0.4249119245	0.4513370314	0.84	0.9473684211	0.7826086957	0.8015655838	0.7290752815	0.8659068763	0.1190520152	0.1617247342	0.0942782098	0.1978940632	0.258098346	0.1946064251	890.449	0.8175310216	229.887	92.9164	116.284	18.2201	294.155	850.499	282.509	154.105	60.6635	78.3315	14.3185	145.244	829.186	138.516	153.187	60.2923	77.6843	14.247	144.317	0	50.0	47.0	4.46	-128.967	-95.2579	1.3055556	151.44	0.028326826	0.0	0.86	0.0	0.6530612	0.020833334	0.33333334	0.972973	5.0	5.0	
0.6282051282	0.6282051282	2	0.4775641026	0.4326336845	0.4358974359	0.8888888889	0.8888888889	0.8888888889	0.5854700855	0.5998619146	0.5854700855	0.3333333333	0.3333333333	0.3333333333	0.3717948718	0.3717948718	0.3717948718	1612.84	0.6282051282	2077.89	289.969	325.572	90.2609	?	559.103	1108.2	796.169	243.879	242.768	80.5813	?	559.305	473.415	766.477	242.683	239.163	77.3071	?	0	9.0	7.0	4.4444447	-28.6197	-18.7771	1.0	87.333336	0.039785814	0.0	0.8888889	0.0	0.5	0.0	0.2857143	1.0	0.0	2.0	
0.9147611929	0.9063831268	0	0.353213711	0.2981950679	0.3534909554	0.78125	1	0.7	0.8208243979	0.7843717847	0.8267222535	0.0912572914	0.1411774314	0.0680658627	0.1622499884	0.2007619833	0.1659229321	2541.38	0.8357401955	447.179	119.05	111.048	22.9367	273.895	2022.8	300.98	173.147	72.7205	65.8972	19.3943	162.382	1945.84	158.201	172.235	72.2637	65.1443	19.3171	159.439	0	25.0	24.0	5.56	-58.5324	-50.2045	1.0909091	231.32	0.019428847	0.0	0.92	0.041666668	0.75	0.04347826	0.5652174	0.95238096	0.0	0.0	
0.7432349168	0.8424123252	7	0.4396987394	0.4262361683	0.5290013906	0.6862745098	0.9841269841	0.6041666667	0.7386991498	0.7414365519	0.6602644417	0.1309811523	0.1319083847	0.1225014216	0.2189528008	0.2255438235	0.2871694478	1855.89	0.8359523318	300.315	53.3031	64.3541	20.6718	313.498	2739.94	260.01	302.917	49.1398	57.6192	18.6637	298.705	2686.1	282.095	302.923	49.3634	57.4667	18.5809	297.855	0	48.0	47.0	3.8541667	-122.489	-108.061	1.3055556	273.54166	0.056963276	0.0	0.9791667	0.021276595	0.78723407	0.04347826	0.32608697	0.9736842	7.0	7.0	
?	1	?	?	?	?	?	?	?	0.5	1	0.5	1	1	0	1	1	1	312.729	1	1205.12	416.205	304.617	66.2389	?	271.012	1082.46	1297.87	558.928	258.099	46.47	?	262.699	1207.24	1274.04	546.65	249.717	45.2703	?	0	5.0	5.0	4.4	-21.3525	-15.0711	1.0	49.0	0.042277243	0.0	0.6	0.0	0.0	0.0	0.0	0.8	0.0	0.0	
0.9527559055	0.7206806283	3	0.6556064572	0.398525035	0.7618110236	0.4347826087	0.9722222222	0.25	0.6471204188	0.6822125361	0.9527559055	0.0586387435	0.2079307179	0.0472440945	0.3528795812	0.276779072	0.5236220472	11235.1	0.7539741582	1579.38	173.618	109.784	22.8527	603.283	10291.5	635.728	1169.17	143.35	86.2449	21.7581	539.61	10207.1	645.204	1156.14	154.671	94.0013	21.558	533.669	0.035714287	28.0	29.0	4.464286	-83.4351	-82.3133	1.1153846	345.07144	0.07879613	0.035714287	0.8214286	0.074074075	0.4074074	0.0	0.03846154	0.9259259	3.0	3.0	
0.8199181475	0.6928286294	2	0.5353941587	0.5205512231	0.5454991365	0.7045454545	0.9423076923	0.5384615385	0.6125300107	0.6852769834	0.6687940629	0.2913533835	0.221497461	0.1707545834	0.3721713706	0.3251075257	0.3378373535	2605.89	0.7964185219	422.197	78.5346	82.1561	29.0913	317.324	2943.68	262.752	335.18	80.55	88.1571	28.0142	255.198	2904.88	235.496	333.152	81.3526	89.0827	28.0057	252.437	0	38.0	41.0	4.236842	-88.7869	-90.6985	1.2424242	229.3158	0.023923345	0.0	0.9736842	0.0	0.7567568	0.027777778	0.3611111	1.0	2.0	2.0	
0.7476160111	0.7832740775	4	0.519561399	0.4840059999	0.5717898936	0.625	0.9814814815	0.6153846154	0.6834730409	0.6547266316	0.6555627463	0.1733918129	0.2412022279	0.2020817751	0.3000592558	0.3296576072	0.3357173222	1917.78	0.7525356744	194.746	55.8395	60.5401	23.9292	154.969	2083.81	127.489	147.465	42.6804	46.2034	20.4224	125.126	2074.45	109.764	147.678	43.5666	47.3339	20.4829	124.711	0	38.0	41.0	4.4473686	-107.853	-93.155	1.1714286	252.6579	0.041150253	0.0	0.9736842	0.0	0.7297297	0.0	0.2777778	1.0	4.0	4.0	
0.9	0.624207858	2	0.487896071	0.3489215994	0.4391737892	0.5714285714	0.8235294118	?	0.5828052387	0.665043816	0.8108262108	0.3333333333	0.1235294118	0.5384615385	0.375792142	0.2617668736	0.2	344.617	0.7030254941	355.698	100.176	120.547	23.2591	368	308.119	298.843	327.691	105.103	109.336	23.552	283.917	300.454	289.933	321.243	104.479	108.157	23.3991	276.274	0.11764706	17.0	17.0	2.7058823	-55.1992	-33.2314	1.1333333	185.29411	0.07551652	0.11764706	0.8235294	0.0625	0.5	0.0	0.2	1.0	2.0	2.0	
0.6903460838	0.6784413219	6	0.4728448757	0.4282937258	0.385060561	0.4193548387	0.8292682927	0.3870967742	0.6380171741	0.7054979117	0.6379273268	0.262295082	0.2032340509	0.25	0.3215586781	0.2523214564	0.3096539162	990.001	0.775714261	1884.57	112.362	120.152	28.2955	?	851.739	1035.48	1978.69	96.0224	108.96	23.4559	?	841.969	939.241	1969.62	95.7887	108.128	23.254	?	0	40.0	38.0	3.8	-114.603	-100.704	1.2666667	212.85	0.04704817	0.0	0.9	0.051282052	0.53846157	0.02631579	0.15789473	0.96666664	6.0	6.0	
0.8292816222	0.7697889341	2	0.3835167297	0.457875327	0.4038510251	0.5294117647	0.9574468085	0.5151515152	0.7135397148	0.6351109184	0.7528544148	0.0535579677	0.1689818809	0.0535579677	0.1877638324	0.2875261333	0.1707183778	222.107	0.7124738667	250.788	48.8186	53.5094	16.7358	243.502	162.745	277.808	205.63	47.2457	51.9023	15.544	180.38	167.538	171.62	208.905	47.1712	51.7615	15.5168	182.2	0	34.0	35.0	4.2941175	-85.908	-71.7519	1.2068965	169.17647	0.033458292	0.0	0.9117647	0.0	0.6666667	0.09375	0.3125	1.0	2.0	2.0	
0.7689393939	0.7790726817	4	0.4277134797	0.5209493938	0.5265720266	0.6	0.9487179487	0.5	0.7289831722	0.6231439548	0.6762065095	0.2189849624	0.308494086	0.0909090909	0.2761591479	0.3841314969	0.3080808081	1729.41	0.7046712632	242.233	76.5145	77.8568	27.0119	210.865	1421.4	206.626	254.392	79.9305	81.8106	28.4279	191.594	1408.34	208.873	268.292	79.1806	80.9803	28.3339	192.43	0.035714287	28.0	38.0	5.178571	-94.3803	-85.3694	1.117647	92.14286	0.049180605	0.035714287	0.89285713	0.037037037	0.4814815	0.03846154	0.03846154	1.0	4.0	4.0	
0.7967515226	0.7922653299	3	0.4707767792	0.4902479419	0.4615919572	0.7906976744	1	0.7380952381	0.7325960785	0.6094691245	0.7090618192	0.1985279483	0.2537908815	0.1617052882	0.2620941175	0.3371030152	0.2487030229	628.501	0.6728634195	234.557	59.3618	64.4356	16.8962	201.158	619.613	199.59	233.841	60.9632	68.7395	16.6886	184.509	604.456	186.684	233.444	60.7951	67.9199	16.5898	183.279	0	33.0	33.0	4.0	-86.3416	-67.0782	1.137931	161.69698	0.04482057	0.0	0.93939394	0.0	0.8125	0.06451613	0.29032257	1.0	3.0	3.0	
0.5833333333	0.7861721612	4	0.5031397174	0.4469485506	0.6777777778	0.7	0.92	0.4705882353	0.6907814408	0.7283396857	0.537037037	0.1428571429	0.1622807018	0.3333333333	0.2851037851	0.1874421475	0.4166666667	9247.83	0.8437982104	383.984	92.1144	97.4846	34.8593	246.121	24225.9	233.233	328.834	92.4549	96.677	29.6413	226.393	23779.2	228.181	331.783	93.5708	95.7219	29.7546	227.363	0	21.0	22.0	4.0	-59.4784	-51.9847	1.0476191	189.80952	0.058022693	0.0	0.85714287	0.05	0.75	0.0	0.5263158	1.0	4.0	4.0	
0.9154521066	0.9129013159	6	0.4898863183	0.4911429342	0.5295124346	0.6593406593	0.9663865546	0.5301204819	0.7952318351	0.6948071717	0.8171453552	0.1107710182	0.1552835112	0.092498872	0.2367454256	0.271370858	0.220515847	1573.21	0.7816046748	201.632	54.3873	59.6324	23.5584	168.557	1336.96	166.781	190.901	56.0629	64.0657	21.6746	159.587	1301.56	154.563	190.297	55.8871	63.762	21.5284	159.015	0.0121951215	82.0	89.0	5.085366	-210.676	-205.056	1.3692307	285.47562	0.03876555	0.0121951215	0.9512195	0.024691358	0.7407407	0.05	0.35	0.9661017	3.0	6.0	
0.9558333333	0.9020523252	2	0.3787444799	0.440768737	0.3694915582	0.6666666667	0.85	0.53125	0.8125477387	0.7864771222	0.8932001239	0.0294339623	0.1380646083	0.0604166667	0.1371267448	0.1909432079	0.1118997831	185.034	0.8620187358	227.631	65.5162	64.896	13.0421	217.03	125.739	204.87	185.631	56.2417	54.9373	12.8126	189.883	127.332	181.81	187.441	56.3215	55.0258	12.8392	192.035	0	34.0	41.0	4.617647	-71.1887	-83.4193	1.28125	217.14706	0.03265232	0.0	0.9117647	0.060606062	0.6060606	0.125	0.21875	1.0	2.0	2.0	
0.9399918301	0.8215092097	0	0.3940821851	0.4133827907	0.4886380861	0.7916666667	0.962962963	0.7727272727	0.7337408751	0.7170245236	0.7634138969	0.1325014854	0.163015698	0.1437908497	0.2231134878	0.2851641155	0.2466802832	1600.13	0.8153892835	227.985	72.6631	81.1329	26.5353	188.576	1601.02	218.843	292.704	94.283	91.2828	26.9076	195.976	1557.22	230.498	291.25	92.8846	89.5236	26.366	192.924	0.05263158	19.0	22.0	4.8421054	-54.5935	-52.5836	1.1	433.73685	0.070276126	0.05263158	0.8947368	0.055555556	0.5555556	0.0	0.3529412	0.9411765	2.0	0.0	
0.8376117124	0.8990058448	5	0.4579509965	0.4288551811	0.4606690066	0.7777777778	0.9183673469	0.5853658537	0.7833238452	0.8101961611	0.7633129481	0.1770491803	0.1552222012	0.1651785714	0.2471487998	0.2137898712	0.2122295234	31459.3	0.875642225	440.985	157.175	148.998	53.1568	182.402	19989.9	270.278	559.094	272.515	181.286	49.9172	200.113	19411.5	416.935	554.328	269.751	178.831	49.7492	201.625	0.023809524	42.0	43.0	3.6904762	-106.06	-117.228	1.1944444	313.2381	0.07385062	0.023809524	0.88095236	0.048780486	0.5609756	0.125	0.15	0.9411765	5.0	5.0	
0.7521428571	0.7948491278	2	0.5888911289	0.4872994294	0.6201759641	0.6956521739	0.8965517241	0.6956521739	0.7096281308	0.6547098928	0.6822901664	0.2023809524	0.3104624799	0.2814285714	0.3185987395	0.3784252477	0.3613050102	17962.2	0.7403255289	883.997	185.118	261.266	57.0267	724.704	11939.9	530.025	605.244	134.4	166.484	40.5308	446.258	12090.6	389.17	598.767	132.465	163.384	40.165	438.822	0	27.0	24.0	4.3333335	-73.5855	-58.9189	1.0909091	193.48148	0.042325277	0.0	0.962963	0.0	0.7307692	0.04	0.24	1.0	2.0	2.0	
0.5248904819	0.6166666667	2	0.7490079365	0.4962011945	0.7634743492	0.72	0.972972973	0.72	0.5357142857	0.5740205904	0.4949342891	0.3833333333	0.2672381474	0.4751095181	0.498015873	0.3597042891	0.5269486985	2558.52	0.6402957109	674.434	77.9962	77.9926	23.9459	279.831	5502.89	350.89	476.935	58.8958	75.1777	20.6642	250.346	5435.77	303.885	472.768	58.7723	75.0997	20.5218	247.002	0	23.0	21.0	3.6956522	-57.858	-58.9321	1.1052631	272.30435	0.0462964	0.0	0.9130435	0.0	0.6363636	0.0	0.3809524	0.94736844	2.0	2.0	
0.8585904306	0.922269095	2	0.4296869451	0.4418716307	0.5345492339	0.7446808511	0.9333333333	0.6739130435	0.8304562318	0.6834829958	0.7287359421	0.1370355957	0.1868545539	0.1487282298	0.1980816402	0.266364092	0.2648515269	907.626	0.7639022518	107.053	55.2865	63.3961	27.3445	107.113	622.698	106.14	107.408	55.133	60.3262	26.0724	111.247	598.586	111.875	106.711	54.8814	60.0425	25.8628	110.633	0.022222223	45.0	46.0	4.133333	-100.746	-92.7058	1.15	330.73334	0.053072706	0.022222223	0.93333334	0.022727273	0.75	0.023255814	0.41860464	0.9736842	2.0	2.0	
0.8304929299	0.8388347347	5	0.4154574966	0.3903473352	0.3749057392	0.6666666667	0.9821428571	0.575	0.7454783377	0.7017516815	0.7523879349	0.1292891649	0.2023447734	0.1562553777	0.2105159147	0.256662933	0.2034084841	1228.14	0.7616701337	188.354	82.2728	84.1568	21.4119	191.024	781.489	184.959	165.633	59.7394	61.8705	18.6178	139.443	767.407	128.777	164.448	59.1678	61.3635	18.5081	138.741	0	43.0	47.0	4.0465117	-114.199	-99.3453	1.3055556	159.1628	0.022463888	0.0	1.0	0.023809524	0.71428573	0.09756097	0.29268292	1.0	5.0	5.0	
