1-sdl	2-sdl	3-sdl	4-sdl	5-sdl	6-sdl	7-sdl	8-sdl	9-sdl	10-sdl	11-sdl	12-sdl	13-sdl	14-sdl	15-sdl
11	0	11.43	5.181818	-39.8169	1	0.3	0	0.11111111	-6.578	-0.859	-0.521	8	72.73	1
16	0	29.69	5.375	-57.3035	1.1764706	0.4	0	0.071428575	-9.241	-1.284	-0.924	8	61.54	0.81
42	2	40.41	3.9761906	-112.148	1.2894737	0.6097561	0	0.325	-19.71	-2.693	-2.433	27	72.97	0.88
16	0	23.74	3.4375	-22.8894	1.0714285	1	0.071428575	0.78571427	-5.545	-0.376	-0.296	6	40	0.94
47	0	27.21	5.2765956	-144.218	1.3023256	0.5652174	0.022222223	0.22222222	-25.574	-4.279	-2.619	29	72.5	0.85
42	0	21.32	4.904762	-104.074	1.2972972	0.73170733	0.05	0.25	-19.75	-2.516	-1.716	26	74.29	0.83
17	2	31.4	5.2105265	-66.4311	1.0588236	0.3888889	0.05882353	0.11764706	-10.151	-1.883	-1.255	13	68.42	1
34	1	54.58	4.852941	-88.2575	1.125	0.54545456	0.03125	0.28125	-15.379	-1.925	-1.548	21	70	0.88
26	1	42.58	4.269231	-67.1254	1.08	0.72	0.041666668	0.45833334	-11.796	-1.397	-1.5	16	64	0.96
23	0	11.91	4.652174	-47.0063	1.15	0.8636364	0.0952381	0.3809524	-9.064	-1.496	-0.852	13	61.9	0.91
34	0	39.74	4.5588236	-105.577	1.1515151	0.57575756	0	0.15625	-16.291	-2.454	-1.649	15	53.57	0.82
32	0	37.45	5.15625	-105.47	1.0857143	0.5483871	0.033333335	0.2	-18.358	-1.959	-1.565	17	60.71	0.88
18	0	35.87	4.5555553	-47.6417	1	0.64705884	0	0.25	-6.92	-1.103	-0.763	11	61.11	1
47	3	61.17	4.2978725	-145.257	1.25	0.5652174	0	0.24444444	-23.296	-2.474	-1.724	32	72.73	0.94
25	0	39.93	4.76	-81.1666	1.0384616	0.5833333	0	0.13043478	-11.694	-1.668	-1.458	17	77.27	0.88
26	0	37.72	5.423077	-84.0825	1.1538461	0.64	0.083333336	0.25	-13.105	-2.363	-1.415	15	65.22	0.88
23	1	37.03	5.04	-76.4505	1.16	0.625	0.04347826	0.2173913	-12.306	-1.802	-1.404	16	69.57	0.92
22	0	31.17	5.590909	-59.7601	1	0.52380955	0.1	0.15	-10.934	-2.16	-1.257	15	71.43	0.95
28	0	36.57	4.571429	-76.1626	1.0357143	0.6296296	0.03846154	0.23076923	-12.678	-1.69	-1.152	15	55.56	0.96
32	0	54.5	3.71875	-70.6065	1.1034483	0.7741935	0.06666667	0.46666667	-12.51	-2.112	-1.382	15	48.39	0.97
47	2	39.91	4.4042554	-130.062	1.1463414	0.5869565	0.044444446	0.26666668	-20.403	-2.716	-2.091	30	65.22	0.98
46	0	39.58	3.847826	-131.573	1.3428571	0.64444447	0.06818182	0.18181819	-20.994	-3.212	-1.066	33	76.74	0.93
31	0	39.8	5	-87.8487	1.0333333	0.6666667	0.03448276	0.31034482	-15.557	-2.026	-1.412	18	64.29	0.9
46	1	34.67	4.733333	-116.235	1.2307693	0.65909094	0.069767445	0.1627907	-18.543	-3.013	-1.557	25	62.5	0.89
20	1	25.66	5.1	-57.2041	1.05	0.7368421	0	0.2777778	-9.049	-1.504	-0.91	11	64.71	0.85
34	0	47.49	4.970588	-103.995	1.2121212	0.6363636	0	0.28125	-16.885	-3.56	-2.091	19	61.29	0.91
36	1	73.99	4.638889	-80.9778	1.1612903	0.74285716	0.0882353	0.47058824	-13.836	-1.917	-1.004	23	65.71	0.97
9	0	100	3.5555556	-16.0634	1	1	0	0.71428573	-2.574	-0.374	-0.214	6	66.67	1
18	0	47.49	3.5	-38.2642	1.1333333	0.7647059	0.0625	0.375	-6.86	-1.248	-0.719	15	83.33	1
27	2	46.26	4.0740743	-75.9366	1.1111112	0.8076923	0	0.32	-13.039	-1.497	-0.923	15	60	0.93
18	0	54.46	3.9444444	-29.5659	1.0625	0.9411765	0.0625	0.6875	-6.202	-1.114	-0.923	9	50	1
17	1	71.06	3.6470587	-45.2602	1.1333333	0.6875	0.06666667	0.2	-7.939	-0.924	-0.44	7	43.75	0.94
22	0	51.73	3.8636363	-48.7282	1.1111112	0.9047619	0	0.45	-8.999	-0.755	-0.427	15	68.18	1
13	0	37.66	4.6923075	-40.9663	1.0714285	0.75	0.09090909	0.18181819	-5.271	-1.445	-0.678	8	66.67	0.92
36	4	45.62	4.925	-129.131	1.2631578	0.64102566	0.02631579	0.18421052	-23.79	-3.125	-2.006	30	81.08	0.93
41	1	22.92	4.9268293	-125.238	1.2352941	0.675	0.051282052	0.17948718	-19.132	-3.111	-1.729	27	67.5	0.98
42	1	52.23	4.7619047	-117.534	1.2352941	0.70731705	0	0.425	-18.997	-2.317	-1.76	30	71.43	1
24	1	33.4	5.2608695	-59.867	1.0416666	0.6818182	0.04761905	0.23809524	-11.264	-1.086	-0.878	16	80	0.87
43	0	54.82	4.7674417	-94.7037	1.1891892	0.8333333	0.024390243	0.3902439	-16.639	-2.747	-1.428	22	55	0.93
26	1	25.9	5.4615383	-88.5883	1.1153846	0.64	0	0.29166666	-13.889	-2.86	-1.318	14	63.64	0.85
22	0	37.28	3.5454545	-45.0802	1.0476191	0.8095238	0.05	0.55	-8.404	-2.152	-1.246	12	60	0.91
8	0	46.92	4.375	-19.4596	1	0.71428573	0.33333334	0	-3.63	-0.552	-0.18	4	50	1
32	0	43.98	4.90625	-101.562	1.0625	0.58064514	0	0.16666667	-13.003	-2.497	-1.608	20	66.67	0.94
40	0	60.31	4.3	-98.2614	1.2647059	0.84615386	0.078947365	0.2631579	-16.229	-2.913	-1.811	30	78.95	0.95
27	1	68.98	3.7777777	-52.072	1.1818181	0.88461536	0	0.52	-9.517	-1.553	-0.695	19	76	0.93
33	0	72.77	3.7575758	-66.5528	1.2222222	0.71875	0.06451613	0.4516129	-12.514	-1.101	-0.816	23	69.7	1
33	0	71.56	5.181818	-77.5296	1.1724138	0.75	0.09677419	0.38709676	-13.476	-2.744	-1.293	21	67.74	0.94
42	0	50.63	4.714286	-104.13	1.21875	0.80487806	0	0.325	-17.112	-2.518	-1.562	23	57.5	0.95
53	1	32.93	5.09434	-137.929	1.3541666	0.63461536	0.039215688	0.3137255	-21.403	-4.131	-3.07	29	63.04	0.87
14	0	53.48	5.071429	-33.4053	1	0.7692308	0.083333336	0.5833333	-5.733	-0.689	-0.368	9	69.23	0.93
47	1	40.39	4.4791665	-113.186	1.3684211	0.7234042	0.10869565	0.3478261	-20.621	-3.11	-1.867	27	62.79	0.9
25	0	44.18	4.52	-42.5455	1.04	1	0	0.7826087	-9.256	-1.036	-0.726	20	83.33	0.96
36	0	33.87	4.3333335	-79.6507	1.1612903	0.82857144	0.1764706	0.3529412	-15.437	-1.441	-0.839	23	71.88	0.89
62	1	56.44	4.645161	-117.05	1.4634147	0.90163934	0.05	0.6166667	-20.722	-3.872	-2.1	42	73.68	0.92
39	2	38.58	4.75	-108.911	1.195122	0.61538464	0	0.28947368	-20.474	-3.133	-1.6	23	62.16	0.93
67	0	53.98	4.5373135	-145.836	1.3148148	0.8181818	0.03076923	0.46153846	-24.634	-3.538	-1.866	38	65.52	0.87
45	1	37.3	4.3333335	-123.563	1.3414634	0.6363636	0.023255814	0.20930232	-20.146	-1.759	-2.104	26	66.67	0.87
23	0	36.43	5.0869565	-64.6226	1.3333334	0.8181818	0.04761905	0.23809524	-11.776	-1.293	-0.997	13	76.47	0.74
34	0	39.53	4.2647057	-82.5732	1.4074074	0.75757575	0.03125	0.4375	-14.354	-1.966	-1.108	21	67.74	0.91
43	2	31.47	5.0697675	-148.91	1.1627907	0.52380955	0.07317073	0.14634146	-24.708	-3.202	-2.64	27	72.97	0.86
7	0	44.81	3	-14.9749	1	0.8333333	0	0.4	-2.934	-0.313	-0.232	2	33.33	0.86
8	0	54.32	3.5	-22.0665	1.1111112	0.71428573	0	0.6666667	-4.435	-0.406	-0.244	6	85.71	0.88
36	1	45.73	4.2222223	-115.907	1.2333333	0.4	0.029411765	0.029411765	-20.54	-2.487	-2.187	18	54.55	0.92
50	0	43.78	4.7	-149.712	1.2765957	0.59183675	0.0625	0.14583333	-25.385	-3.205	-2.484	29	63.04	0.92
14	0	77.26	3.7857144	-26.3941	1	1	0.25	0.5	-4.72	-0.456	-0.446	8	61.54	0.93
26	0	28.68	3.4615386	-67.0616	1.2631578	0.8	0.083333336	0.29166666	-12.398	-0.916	-0.698	18	75	0.92
40	1	28.68	4.95	-107.113	1.3243244	0.64102566	0.02631579	0.23684211	-21.208	-1.642	-1.533	23	67.65	0.85
25	0	21.78	4.64	-75.2239	1.037037	0.625	0	0.17391305	-12.75	-2.26	-1.014	15	71.43	0.84
17	0	51.07	5.0588236	-47.9006	1	0.6875	0	0.06666667	-8.879	-0.866	-0.503	15	88.24	1
43	1	47.87	4.837209	-122.667	1.4722222	0.61904764	0	0.29268292	-20.918	-1.414	-1.503	29	70.73	0.95
3	0	10.87	4.6666665	-11.1924	1	0.5	0	0	-2.284	-0.364	-0.312	1	33.33	1
30	0	32.61	4.8333335	-58.9914	1.1851852	0.8965517	0.21428572	0.5	-11.732	-1.729	-1.089	19	73.08	0.87
25	0	77.37	4.52	-65.2968	1.1153846	0.7916667	0.08695652	0.2173913	-12.53	-0.887	-0.762	14	60.87	0.92
32	0	57.35	5.34375	-81.8876	1.2903225	0.7419355	0	0.43333334	-14.31	-1.927	-1.284	25	89.29	0.88
18	0	77.51	4.6666665	-46.5481	1.1578947	0.7058824	0.125	0.1875	-8.158	-0.472	-0.413	9	64.29	0.78
24	1	14.6	4.3333335	-68.589	1.1052631	0.5652174	0	0.22727273	-9.737	-2.307	-1.438	12	63.16	0.79
18	0	64.61	4.888889	-40.0169	1.1	0.8235294	0	0.4375	-6.992	-0.711	-0.6	12	85.71	0.78
47	0	52.21	4.212766	-109.905	1.25	0.7173913	0.044444446	0.31111112	-20.934	-1.659	-1.921	26	59.09	0.94
44	3	33.87	4.931818	-123.569	1.1428572	0.7209302	0.0952381	0.21428572	-21.2	-3.309	-2.729	31	75.61	0.93
19	0	74.04	4.736842	-50.5067	1.1	0.6111111	0	0.23529412	-8.905	-0.507	-0.74	12	66.67	0.95
35	0	45.72	4.571429	-95.1552	1.3333334	0.7352941	0.030303031	0.36363637	-16.785	-2.024	-1.524	19	59.38	0.91
20	0	49.72	4.7	-53.0859	1.1111112	0.68421054	0.11111111	0.22222222	-8.676	-1.384	-1.171	12	63.16	0.95
2	0	100	10.5	-12.1496	1	0	0	0	-2.668	-0.084	-0.036	0	0	1
38	0	30.78	4.763158	-117.127	1.1818181	0.5405405	0.055555556	0.19444445	-20.031	-2.661	-1.541	27	77.14	0.92
23	1	51.49	4.3913045	-55.4341	1.1	0.6818182	0	0.42857143	-9.266	-1.049	-0.379	16	69.57	1
39	0	44.6	4.3076925	-98.6111	1.3548387	0.7368421	0.08108108	0.4054054	-18.095	-1.569	-1.397	28	75.68	0.95
13	0	15.69	3.2307692	-25.4591	1	1	0	0.6363636	-4.562	-0.844	-0.368	6	46.15	1
30	2	57.25	3.3666666	-61.7397	1.2083334	0.79310346	0.071428575	0.4642857	-12.893	-0.674	-0.973	22	78.57	0.93
19	0	37.83	4.5263157	-45.1851	1	0.8888889	0.11764706	0.3529412	-9.049	-0.804	-0.621	13	72.22	0.95
15	0	100	4.133333	-24.93	1.0769231	1	0	0.7692308	-5.214	-0.274	-0.172	12	80	1
35	0	50.62	4.1714287	-92.1045	1.3333334	0.6764706	0.030303031	0.21212122	-15.329	-1.614	-1.692	28	84.85	0.94
16	0	61.38	3.375	-31.367	1.1538461	0.93333334	0.071428575	0.64285713	-5.378	-0.776	-0.567	9	60	0.94
9	0	66.6	3.6666667	-15.0908	1	1	0	0.71428573	-2.289	-0.49	-0.278	6	66.67	1
4	0	33.47	2.5	-6.39129	1	1	0	1	-1.5	-0.141	-0.051	2	50	1
8	1	71.22	6.25	-33.0378	1	0.14285715	0	0	-5.67	-0.679	-0.4	5	62.5	1
37	0	32.37	3.945946	-102.276	1.1290323	0.7222222	0.028571429	0.22857143	-14.731	-2.598	-1.287	25	69.44	0.97
20	0	36.25	3.2	-35.5719	1.1538461	0.94736844	0.11111111	0.6111111	-5.846	-1.733	-0.538	8	42.11	0.95
20	1	9.56	3.55	-47.2348	1.0666667	0.5263158	0.055555556	0.22222222	-8.927	-1.191	-0.441	13	72.22	0.9
30	0	18.36	4.0333333	-77.9091	1.2727273	0.6551724	0.071428575	0.35714287	-13.504	-3.586	-1.278	16	59.26	0.9
38	1	52.85	4.2702703	-84.7095	1.0909091	0.7222222	0.028571429	0.34285715	-17.86	-2.139	-1.223	22	62.86	0.95
15	0	92	3.2666667	-32.2843	1	0.85714287	0.07692308	0.53846157	-5.192	-0.608	-0.326	9	60	1
43	3	31.1	3.7209303	-117.753	1.40625	0.64285713	0	0.24390244	-21.385	-3	-2.61	22	51.16	1
19	0	69.22	3.4736843	-41.641	1.0526316	0.8888889	0.05882353	0.4117647	-7.91	-0.902	-0.597	7	41.18	0.89
13	0	38.36	4.3846154	-26.2895	1.0714285	0.9166667	0	0.54545456	-5.394	-0.298	-0.249	8	66.67	0.92
10	0	25.75	3.5	-14.0777	1	0.8888889	0	0.625	-2.987	-0.32	-0.161	3	30	1
7	0	44.17	5.142857	-30.5163	1	0.5	0	0.4	-5.942	-1.067	-0.497	2	40	0.71
52	1	56.02	5.352941	-138.597	1.24	0.5	0.020408163	0.3265306	-27.293	-2.617	-1.996	37	82.22	0.88
30	0	54.4	4.1666665	-57.6611	1.1071428	0.9310345	0.10714286	0.60714287	-11.853	-0.911	-0.807	20	71.43	0.93
36	0	57.18	3.8888888	-79.3377	1.125	0.85714287	0.029411765	0.44117647	-14.013	-2.824	-1.237	20	68.97	0.81
44	0	42.43	4.7727275	-99.931	1.1794872	0.81395346	0.023809524	0.45238096	-17.713	-2.154	-1.564	29	70.73	0.93
43	4	36.78	3.7954545	-122.48	1.3714286	0.627907	0.04761905	0.26190478	-21.672	-4.184	-2.422	29	70.73	0.93
47	0	49.93	4.638298	-116.739	1.2727273	0.7173913	0.08888889	0.2888889	-19.345	-3.364	-1.837	30	75	0.85
15	0	100	4.4	-43.8283	1	0.71428573	0	0.23076923	-6.167	-0.789	-0.459	10	76.92	0.87
48	0	54.16	4.3958335	-110.97	1.2093023	0.70212764	0.04347826	0.3043478	-18.778	-2.709	-1.362	27	65.85	0.85
37	1	42.21	5.6486487	-114.676	1.1764706	0.5277778	0.028571429	0.22857143	-15.644	-3.64	-1.966	21	63.64	0.89
24	0	27.19	4.9583335	-52.9924	1.1538461	0.73913044	0.045454547	0.36363637	-10.026	-1.195	-0.752	16	76.19	0.88
32	0	58.88	5	-70.0599	1.2962962	0.83870965	0.1	0.53333336	-13.359	-1.188	-0.943	23	82.14	0.88
50	2	32.23	4.78	-111.384	1.1914893	0.81632656	0.041666668	0.35416666	-21.672	-2.626	-1.654	32	72.73	0.88
34	1	34.91	4.9411764	-82.082	1.0588236	0.6666667	0.03125	0.375	-16.616	-1.396	-1.563	22	68.75	0.94
43	0	64.25	4.744186	-86.9951	1.2105263	0.85714287	0	0.5609756	-15.747	-2.228	-1.351	27	67.5	0.93
53	2	50.52	4.836364	-109.418	1.2553191	0.7777778	0.056603774	0.3962264	-24.969	-1.86	-1.228	37	72.55	0.93
32	0	50.71	4.4375	-70.998	1.2	0.7419355	0.06666667	0.43333334	-13.885	-1.828	-1.24	19	61.29	0.97
50	4	30.58	4.86	-158.737	1.255814	0.42857143	0	0.16666667	-26.024	-4.771	-2.674	26	56.52	0.92
61	3	24.33	4.2622952	-172.748	1.2916666	0.65	0.033898305	0.22033899	-30.494	-6.795	-3.264	38	70.37	0.89
30	1	28.49	4.1	-74.9669	1	0.7241379	0.071428575	0.35714287	-13.779	-1.125	-1.102	21	75	0.93
22	1	64.75	5.090909	-83.0109	1.1052631	0.47619048	0	0.05	-10	-2.518	-1.212	16	76.19	0.95
5	0	25.75	5	-13.3383	1	0.5	0	0	-2.71	-0.168	-0.183	2	50	0.8
11	1	5.01	4.909091	-34.6869	1.1538461	0.3	0	0	-6.283	-1.198	-0.634	3	33.33	0.82
25	1	21.19	4.48	-75.0871	1.16	0.5416667	0	0.08695652	-13.746	-1.457	-0.882	14	63.64	0.88
35	5	44.39	4	-84.4194	1.2962962	0.42424244	0.03125	0.125	-17.127	-1.895	-1.345	24	77.42	0.91
35	2	23.21	4.8	-96.3482	1.1612903	0.7647059	0.09090909	0.18181819	-18.017	-1.817	-1.207	25	73.53	0.97
38	1	27.38	5.1578946	-107.954	1.2424242	0.6216216	0.055555556	0.16666667	-19.453	-2.746	-1.594	25	73.53	0.89
13	0	100	4.230769	-27.9004	1.0833334	0.8333333	0	0.54545456	-4.995	-0.427	-0.204	8	61.54	1
38	0	57.27	4.3076925	-82.8965	1.2058823	0.7631579	0.054054055	0.43243244	-16.001	-1.605	-1.078	25	71.43	0.9
38	2	67.23	3.945946	-103.327	1.1428572	0.6666667	0	0.22857143	-16.81	-1.85	-1.155	26	72.22	0.97
21	0	33.27	3.952381	-41.6345	1.2	0.85	0.05263158	0.57894737	-6.736	-1.431	-0.808	14	70	0.95
29	1	16.94	4.586207	-71.5923	1.074074	0.75	0.074074075	0.25925925	-13.852	-1.317	-1.036	18	75	0.83
18	0	54.29	3.5555556	-47.8195	1.0588236	0.7647059	0	0.4375	-8.377	-0.949	-0.685	14	82.35	0.94
20	1	56.14	4.105263	-39.361	1.0555556	0.7777778	0	0.4117647	-7.145	-1.81	-1.092	13	76.47	0.89
8	1	21.8	4.125	-16.3853	1	0.71428573	0	0.6666667	-4.592	-0.113	-0.114	5	71.43	0.88
28	1	32.16	4.142857	-67.8566	1.0454545	0.7037037	0.07692308	0.42307693	-11.731	-2.309	-0.861	16	59.26	0.96
34	6	44.54	4.7058825	-117.706	1.2142857	0.36363637	0	0.0625	-21.53	-2.08	-1.507	22	64.71	1
8	0	23.92	4	-21.8182	1	0.85714287	0.16666667	0.16666667	-3.412	-0.53	-0.203	6	75	1
18	0	42.53	4.3333335	-54.5055	1.05	0.5294118	0.0625	0.1875	-8.546	-1.659	-1.224	10	62.5	0.89
33	1	65.77	4.3030305	-84.2309	1.1935484	0.6875	0	0.29032257	-14.144	-2.288	-1.67	21	67.74	0.94
20	1	53.85	4.5789475	-48.0364	1.1	0.6666667	0.05882353	0.1764706	-8.925	-0.718	-0.8	12	75	0.84
13	1	55.45	3.8	-47.2853	1.1428572	0.5714286	0	0.07692308	-8.472	-0.917	-0.661	8	57.14	0.93
17	0	27.12	4.7647057	-48.7557	1.0625	0.625	0	0.33333334	-8.904	-0.764	-0.563	12	70.59	1
25	0	68.46	4.72	-58.7496	1.08	0.8333333	0.08695652	0.47826087	-9.759	-1.059	-1.05	15	65.22	0.92
20	0	33.9	3.6	-39.2002	1.0588236	0.94736844	0	0.44444445	-8.158	-1.041	-0.69	15	75	1
25	0	43.58	4.2	-63.1661	1.2083334	0.75	0.04347826	0.39130434	-11.632	-1.348	-1.105	17	73.91	0.92
9	2	4.37	5	-43.6276	1	0	0	0	-7.557	-0.794	-0.583	3	50	0.67
20	0	29.58	4.15	-46.8688	1.1052631	0.84210527	0.055555556	0.3888889	-8.748	-0.911	-0.763	13	68.42	0.95
46	3	40.19	4.0851064	-145.177	1.255814	0.45652175	0.022222223	0.2	-24.746	-3.094	-1.942	28	71.79	0.83
27	4	26.37	4.0740743	-69.7513	1.1666666	0.5769231	0	0.32	-14.023	-1.654	-0.886	17	73.91	0.85
11	0	49.1	4	-36.9399	1	0.6	0	0.11111111	-5.061	-0.821	-0.583	6	66.67	0.82
25	2	35.14	4.24	-77.6629	1.0909091	0.5416667	0.08695652	0.04347826	-13.8	-1.375	-0.874	19	79.17	0.96
19	2	29.77	3.6842105	-52.8114	1.0555556	0.6666667	0	0.11764706	-9.261	-1.386	-0.804	13	72.22	0.95
11	1	15.12	4.7272725	-36.7471	1.1111112	0.5	0	0.33333334	-5.847	-1.108	-0.376	5	50	0.91
31	2	26.85	5.483871	-85.8643	1.0588236	0.5	0.03448276	0.3448276	-16.046	-2.112	-1.171	15	51.72	0.94
17	1	21.68	5.0588236	-48.2445	1.0555556	0.625	0	0.06666667	-7.389	-1.517	-0.928	12	75	0.94
36	3	51.83	4.0540543	-99.4389	1.3030303	0.6388889	0	0.2857143	-17.78	-2.281	-1.561	23	65.71	0.95
23	2	25.08	4.652174	-75.5984	1	0.4090909	0.04761905	0.14285715	-12.399	-1.544	-0.94	13	68.42	0.83
14	1	35.06	3.5714285	-41.9444	1.0666667	0.61538464	0	0.25	-6.163	-0.852	-0.512	6	46.15	0.93
29	3	27.39	4.0333333	-78.2505	1.1034483	0.6896552	0	0.32142857	-13.632	-2.794	-1.85	17	56.67	1
28	1	62.95	4	-65.4694	1.2608696	0.6666667	0	0.30769232	-11.933	-1.386	-1.009	17	62.96	0.96
23	2	19.54	4.521739	-71.4329	1.125	0.4090909	0.04761905	0	-14.434	-2.121	-2.153	13	61.9	0.91
34	1	37.26	4.3235292	-116.491	1.1875	0.4848485	0.09375	0.0625	-17.849	-2.974	-1.663	18	60	0.88
23	2	8.98	3.2	-74.3208	1.2222222	0.45833334	0	0.2173913	-11.737	-2.448	-0.928	13	56.52	0.92
22	0	58.99	3.2727273	-53.6343	1.0476191	0.8095238	0.05	0.3	-9.223	-1.132	-0.836	16	76.19	0.95
15	0	52.26	2.8125	-37.8088	1	0.6666667	0.071428575	0.2857143	-6.078	-1.649	-0.584	6	42.86	0.88
32	2	31.5	3.6363637	-99.2078	1.1666666	0.59375	0	0.32258064	-15.976	-2.787	-1.809	21	65.62	0.97
30	2	28.87	4.366667	-83.1728	1.1071428	0.6551724	0.035714287	0.14285715	-16.45	-1.679	-1.203	19	65.52	0.97
16	1	40.08	4.5625	-33.4145	1.0769231	0.8666667	0.071428575	0.5	-6.208	-1.018	-0.478	8	61.54	0.81
13	0	8.86	3.2857144	-45.8747	1.0714285	0.3846154	0.083333336	0.083333336	-7.86	-1.251	-0.571	7	70	0.71
12	0	11.31	4.3076925	-61.4771	1.0769231	0.16666667	0	0	-10.787	-1.001	-0.489	4	30.77	1
21	0	65.48	4.3333335	-58.0232	1.1578947	0.7	0.05263158	0.42105263	-10.95	-1.001	-0.652	18	90	0.95
35	6	35.77	3.939394	-103.989	1.1724138	0.5	0.032258064	0.16129032	-15.132	-4.435	-1.882	17	62.96	0.82
36	5	25.54	3.6111112	-128.326	1.2413793	0.25714287	0	0.0882353	-23.395	-1.159	-1.213	23	65.71	0.97
28	6	21.92	4.321429	-82.1865	1.2	0.4814815	0	0.23076923	-15.456	-1.217	-0.612	21	87.5	0.86
20	1	32.32	3.85	-44.9102	1.0555556	0.7894737	0	0.5	-8.483	-0.815	-0.606	11	61.11	0.9
34	0	7.68	3.6857142	-96.2756	1.3571428	0.5882353	0.030303031	0.3030303	-17.361	-2.38	-1.517	19	59.38	0.91
20	0	50.37	4.25	-62.0151	1.1666666	0.5263158	0.055555556	0.16666667	-10.233	-1.308	-0.534	16	80	1
3	1	4.3	9.333333	-15.1747	1	0	0	0	-3.253	-0.44	-0.179	0	0	0.67
18	4	2.74	5.4444447	-94.9846	1.0952381	0.05882353	0	0	-14.274	-1.741	-1.244	12	75	0.89
2	0	46.71	4	-1.47297	1	0	0	0	-1.421	-0.318	-0.098	0	0	1
2	0	46.71	8.5	-14.8502	1	0	0	0	-3.017	-0.152	-0.167	0	0	1
15	0	49.64	4.0666666	-48.5143	1.0714285	0.35714287	0	0.15384616	-7.727	-0.846	-0.624	11	78.57	0.93
6	0	13.86	4.6666665	-32.6663	1	0	0	0	-5.074	-1.533	-0.81	4	66.67	1
10	2	54.32	5.2	-28.5939	1.25	0.22222222	0	0.125	-5.351	-0.364	-0.246	5	50	1
28	1	33.41	4.7894735	-97.9549	1.3	0.5945946	0.083333336	0.2777778	-18.502	-1.806	-0.96	23	62.16	0.97
5	1	1.9	5	-45.7265	1	0	0	0	-5.618	-0.814	-0.733	2	33.33	0.86
10	3	66.3	2.2222223	-23.3364	1.1111112	0	0.14285715	0	-4.223	-0.628	-0.541	4	50	0.89
2	0	46.71	5	-11.4464	1	0	0	0	-2.362	-0.21	-0.111	1	50	1
11	1	6.09	4.5454545	-43.2778	1	0.3	0	0.11111111	-7.186	-1.073	-0.492	4	40	0.91
26	6	28.15	4.8076925	-113.053	1.2608696	0.12	0	0	-20.108	-1.192	-1.35	19	76	0.96
3	0	12.58	6.3333335	-13.42	1	0.5	0	0	-4.046	-0.318	-0.277	1	33.33	1
22	1	15.3	5	-88.4036	1.0909091	0.2857143	0.05	0.05	-13.863	-1.195	-1.52	19	90.48	0.95
17	3	7.23	4.882353	-63.3328	1.125	0.1875	0	0	-9.111	-2.779	-1.114	7	43.75	0.94
9	1	3.27	6.111111	-27.6571	1.0625	0.5	0	0.14285715	-4.932	-0.963	-0.956	3	50	0.67
27	2	29.86	5.037037	-95.4777	1.1111112	0.46153846	0	0.2	-14.964	-2.529	-1.158	14	60.87	0.85
59	1	28.96	5.016949	-178.415	1.1960784	0.5689655	0.03508772	0.21052632	-31.04	-3.407	-2.176	35	62.5	0.95
7	1	18.99	4.571429	-33.3511	1	0.16666667	0	0	-5.86	-0.495	-0.267	2	28.57	1
19	4	41.24	5.4210525	-66.7297	1.0526316	0.16666667	0	0	-13.9	-0.831	-0.902	13	68.42	1
35	5	22.76	3.8857143	-115.695	1.1666666	0.47058824	0.030303031	0.18181819	-19.18	-2.751	-1.547	21	70	0.86
20	1	44.58	3.55	-74.9623	1.0526316	0.47368422	0	0.22222222	-13.204	-1.881	-1.379	12	60	1
11	3	5.34	6.090909	-34.7582	1.1	0.3	0	0.22222222	-8.332	-0.394	-0.31	9	81.82	1
8	0	3.29	3.375	-27.9829	1.1428572	0.42857143	0	0.16666667	-3.315	-1.047	-0.357	2	25	1
28	1	30.72	5.142857	-98.033	1.1111112	0.44444445	0.03846154	0.115384616	-16.018	-1.92	-1.217	17	65.38	0.93
64	4	21.52	4.28125	-182.898	1.2352941	0.6825397	0.016129032	0.2580645	-32.813	-4.869	-2.542	38	64.41	0.92
26	0	19.69	4.923077	-108.366	1.1153846	0.36	0	0.041666668	-18.045	-2.75	-1.428	18	75	0.92
59	1	40.44	5.4576273	-185	1.2916666	0.55172414	0	0.22807017	-28.749	-3.849	-2.915	31	57.41	0.92
9	1	6.13	6.111111	-44.4423	1	0.125	0	0	-9.182	-1.091	-1.265	2	28.57	0.78
36	2	37.43	4.4444447	-121.213	1.1785715	0.45714286	0.05882353	0.11764706	-19.094	-4.253	-1.945	25	71.43	0.97
19	1	10.67	4.7894735	-50.581	1.2	0.6111111	0.05882353	0.23529412	-8.985	-1.639	-0.914	10	58.82	0.89
18	2	16.66	4.470588	-54.7827	1	0.25	0	0.06666667	-9.936	-1.618	-0.963	6	40	0.88
6	1	4.08	6	-34.4943	1	0	0	0	-5.717	-0.548	-0.362	2	33.33	1
9	0	7.61	5.2222223	-43.4113	1	0.375	0	0.14285715	-7.529	-0.279	-0.432	4	44.44	1
14	0	6.73	5.571429	-50.0545	1.1538461	0.53846157	0.083333336	0.16666667	-9.593	-0.987	-0.588	8	61.54	0.93
46	7	52.84	4.8913045	-126.51	1.1282052	0.46666667	0	0.25	-23.76	-3.221	-1.609	33	73.33	0.98
50	4	21.05	4.632653	-154.076	1.1590909	0.47916666	0	0.17021276	-26.011	-3.993	-2.441	29	63.04	0.94
49	1	51.93	5.591837	-150.011	1.2727273	0.6458333	0.021276595	0.17021276	-26.259	-3.667	-2.181	38	84.44	0.92
